"Name","Region","Site","Site.code","Depth","Location","Transect","Quadrat","Label","OTMUs","OTUs","MajorCategory"
"202306DF15T1-01.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","01","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-01.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","01","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-01.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","01","ampart","Amphiroa_articulated_calcareous","Amphiroa","Macroalgae"
"202306DF15T1-01.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","01","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-01.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","01","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-01.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","01","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-01.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","01","potmas","Porites_massive","Porites","Stony Corals"
"202306DF15T1-01.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","01","othcca","others_cca","others.cca","Crustose Coralline Algae"
"202306DF15T1-01.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","01","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-01.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","01","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-01.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","01","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-01.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","01","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-01.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","01","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-01.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","01","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-01.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","01","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-01.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","01","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-01.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","01","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-02.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","02","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-02.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","02","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-02.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","02","monenc","Porites/Montipora_encrusting","Porites/Montipora","Stony Corals"
"202306DF15T1-02.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","02","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-02.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","02","othcca","others_cca","others.cca","Crustose Coralline Algae"
"202306DF15T1-02.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","02","monenc","Porites/Montipora_encrusting","Porites/Montipora","Stony Corals"
"202306DF15T1-02.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","02","monenc","Porites/Montipora_encrusting","Porites/Montipora","Stony Corals"
"202306DF15T1-02.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","02","monenc","Porites/Montipora_encrusting","Porites/Montipora","Stony Corals"
"202306DF15T1-02.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","02","monenc","Porites/Montipora_encrusting","Porites/Montipora","Stony Corals"
"202306DF15T1-02.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","02","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-02.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","02","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-02.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","02","monenc","Porites/Montipora_encrusting","Porites/Montipora","Stony Corals"
"202306DF15T1-02.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","02","monenc","Porites/Montipora_encrusting","Porites/Montipora","Stony Corals"
"202306DF15T1-02.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","02","monenc","Porites/Montipora_encrusting","Porites/Montipora","Stony Corals"
"202306DF15T1-02.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","02","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-02.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","02","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-02.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","02","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-02.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","02","monenc","Porites/Montipora_encrusting","Porites/Montipora","Stony Corals"
"202306DF15T1-02.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","02","monenc","Porites/Montipora_encrusting","Porites/Montipora","Stony Corals"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","hacenc","hard_coral_encrusting","hard.coral","Stony Corals"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","othcca","others_cca","others.cca","Crustose Coralline Algae"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","triart","Tricleocarpa_articulated_calcareous","Tricleocarpa","Macroalgae"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","hacenc","hard_coral_encrusting","hard.coral","Stony Corals"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","plamas","Platygyra_massive","Platygyra","Stony Corals"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","plamas","Platygyra_massive","Platygyra","Stony Corals"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","triart","Tricleocarpa_articulated_calcareous","Tricleocarpa","Macroalgae"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","cyafil","Cyanobacteria_filamentous","Cyanobacteria","Turf Algae"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","plamas","Platygyra_massive","Platygyra","Stony Corals"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","hacenc","hard_coral_encrusting","hard.coral","Stony Corals"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","gonenc","Merulinidae_spp1_encrusting","Merulinidae.spp1","Stony Corals"
"202306DF15T1-03.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","03","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","crioth","Crinoidae_other_life","Crinoidae","Other Mobile Invertebrates"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","othcca","others_cca","others.cca","Crustose Coralline Algae"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","othcca","others_cca","others.cca","Crustose Coralline Algae"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","othcca","others_cca","others.cca","Crustose Coralline Algae"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","crioth","Crinoidae_other_life","Crinoidae","Other Mobile Invertebrates"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","galenc","Galaxea_encrusting","Galaxea","Stony Corals"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","crioth","Crinoidae_other_life","Crinoidae","Other Mobile Invertebrates"
"202306DF15T1-04.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","04","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","othcca","others_cca","others.cca","Crustose Coralline Algae"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","cyafil","Cyanobacteria_filamentous","Cyanobacteria","Turf Algae"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","othcca","others_cca","others.cca","Crustose Coralline Algae"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","ecoenc","Echinopora_encrusting","Echinopora","Stony Corals"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","crioth","Crinoidae_other_life","Crinoidae","Other Mobile Invertebrates"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","ecoenc","Echinopora_encrusting","Echinopora","Stony Corals"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","ecoenc","Echinopora_encrusting","Echinopora","Stony Corals"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","ecoenc","Echinopora_encrusting","Echinopora","Stony Corals"
"202306DF15T1-05.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","05","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-06.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","06","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-06.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","06","crioth","Crinoidae_other_life","Crinoidae","Other Mobile Invertebrates"
"202306DF15T1-06.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","06","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-06.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","06","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-06.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","06","tursed","Turf_sedimented","Turf","Turf Algae"
"202306DF15T1-06.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","06","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-06.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","06","chlfol1","Chlorophyta_foliose1","Chlorophyta","Macroalgae"
"202306DF15T1-06.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","06","turfil","Turf_filamentous","Turf","Turf Algae"
"202306DF15T1-06.jpg","Xiaoliuqiu","Dafu","DF",15,"Dafu_15","T1","06","cyafil","Cyanobacteria_filamentous","Cyanobacteria","Turf Algae"
